Company,Location_HQ,Industry,Laid_Off_Count,Date,Source,List_of_Employees_Laid_Off,Funds_Raised,Stage,Date_Added,Country,Percentage
Clari,SF Bay Area,Sales,20,2023-02-06 00:00:00,https://www.businessinsider.com/tech-layoffs-workato-clari-unicorn-startups-headcount-reduction-job-cuts-2023-2,Unknown,496.0,Series F,2023-02-07 04:01:20,United States,
C6 Bank,Sao Paulo,Finance,,2023-02-06 00:00:00,https://www1.folha.uol.com.br/mercado/2023/02/c6-bank-demite-funcionarios-e-prepara-reestruturacao.shtml,Unknown,2300.0,Unknown,2023-02-08 21:47:09,Brazil,
Daraz,Singapore,Retail,,2023-02-06 00:00:00,https://propakistani.pk/2023/02/06/daraz-to-layoff-11-workforce-due-to-extremely-difficult-market-conditions/,Unknown,,Unknown,2023-02-06 19:08:37,Singapore,0.11
TenureX,Tel Aviv,Finance,,2023-02-06 00:00:00,https://www.calcalistech.com/ctechnews/article/b1bsh963o,Unknown,6.0,Seed,2023-02-07 04:04:52,Israel,
Kyruus,Boston,Healthcare,70,2023-02-05 00:00:00,https://www.fiercehealthcare.com/health-tech/workforce-tracker-thirty-madison-latest-digital-health-startup-cut-staff,Unknown,183.0,Unknown,2023-02-07 03:49:23,United States,
Lightico,Tel Aviv,Finance,20,2023-02-05 00:00:00,https://www.calcalistech.com/ctechnews/article/bydwq4phj,Unknown,42.0,Series B,2023-02-07 04:08:09,Israel,0.25
FarEye,New Delhi,Logistics,90,2023-02-03 00:00:00,https://inc42.com/buzz/exclusive-microsoft-backed-fareye-fires-90-employees-in-second-round-of-layoffs-within-8-months/,,150.0,Series E,2023-02-03 15:58:51,India,
Protocol Labs,SF Bay Area,Crypto,89,2023-02-03 00:00:00,https://www.forbes.com/sites/michaeldelcastillo/2023/02/03/andreessen-horowitz-backed-protocol-labs-fires-21-of-staff-after-raising-record-257-million/?sh=24ba1897b400&utm_campaign=socialflowForbesMainLI&utm_source=ForbesMainLinkedIn&utm_medium=social,Unknown,10.0,Unknown,2023-02-04 04:41:16,United States,0.2
Finder,Sydney,Retail,,2023-02-03 00:00:00,https://www.news.com.au/finance/work/at-work/finder-staff-shocked-by-abrupt-job-cuts-as-15-of-the-business-is-restructured/news-story/6907cf73ddddceb30018521871c89d3c,Unknown,30.0,Unknown,2023-02-06 04:12:43,Australia,0.15
Byju's,Bengaluru,Education,1500,2023-02-02 00:00:00,https://www.livemint.com/companies/start-ups/edtech-firm-byju-s-lays-off-nearly-1-500-employees-11675343777644.html,Unknown,5500.0,Private Equity,2023-02-02 15:50:31,India,
Okta,SF Bay Area,Security,300,2023-02-02 00:00:00,https://www.bloomberg.com/news/articles/2023-02-02/okta-to-lay-off-300-employees-citing-overhiring-execution-challenges,Unknown,1200.0,Post-IPO,2023-02-02 15:48:09,United States,0.05
Autodesk,SF Bay Area,Other,250,2023-02-02 00:00:00,https://www.bloomberg.com/news/articles/2023-02-03/autodesk-layoffs-hit-250-jobs-joining-tech-industry-peers,Unknown,,Post-IPO,2023-02-03 15:59:40,United States,0.02
Mindstrong,SF Bay Area,Healthcare,127,2023-02-02 00:00:00,https://www.bizjournals.com/sanjose/news/2023/02/02/mental-health-startup-closing-menlo-park-hq.html,Unknown,160.0,Series C,2023-02-03 03:40:25,United States,
NCC Group,Manchester,Security,125,2023-02-02 00:00:00,https://www.businesstimes.com.sg/companies-markets/british-cybersecurity-firm-ncc-group-cut-workforce-7,Unknown,,Post-IPO,2023-02-03 20:21:00,United Kingdom,0.07
Miro,SF Bay Area,Other,119,2023-02-02 00:00:00,https://miro.com/blog/a-message-from-our-ceo/,Unknown,476.0,Series C,2023-02-02 15:49:15,United States,0.07
Getir,New York City,Food,100,2023-02-02 00:00:00,https://www.businessinsider.com/getir-layoffs-100-us-gorillas-deal-store-closures-possible-2023-2,Unknown,1800.0,Series E,2023-02-05 01:03:59,United States,
Highspot,Seattle,Sales,100,2023-02-02 00:00:00,https://www.geekwire.com/2023/sales-software-company-highspot-lays-off-100-employees/,Unknown,644.0,Series F,2023-02-03 03:19:58,United States,0.1
Bittrex,Seattle,Crypto,80,2023-02-02 00:00:00,https://www.coindesk.com/business/2023/02/02/crypto-exchange-bittrex-laying-off-83-people/,Unknown,,Unknown,2023-02-03 03:14:32,United States,
Snowplow,London,Data,40,2023-02-02 00:00:00,https://www.linkedin.com/posts/alexdean_today-we-announced-that-we-will-be-saying-activity-7027029986091900928-YHHh/,Unknown,55.0,Series B,2023-02-03 15:58:10,United States,
Articulate,New York City,Education,38,2023-02-02 00:00:00,https://www.linkedin.com/posts/lucysuros_today-im-imploring-my-network-to-be-on-activity-7026985200467263489-X0T8/,Unknown,1500.0,Series A,2023-02-03 03:16:08,United States,
Desktop Metal,Boston,Other,,2023-02-02 00:00:00,https://www.bizjournals.com/boston/news/2023/02/02/desktop-metal-to-cut-workers-again.html,Unknown,811.0,Post-IPO,2023-02-03 03:39:57,United States,
Getaround,SF Bay Area,Transportation,,2023-02-02 00:00:00,https://techcrunch.com/2023/02/02/car-sharing-spac-getaround-lays-off-10-of-staff/,Unknown,948.0,Post-IPO,2023-02-03 03:54:14,United States,0.1
NCSoft,Seoul,Consumer,,2023-02-02 00:00:00,https://venturebeat.com/games/ncsoft-west-lays-off-20-of-its-staff-and-ceo-departs/,Unknown,240.0,Post-IPO,2023-02-03 03:06:05,South Korea,0.2
Talkdesk,SF Bay Area,Support,,2023-02-02 00:00:00,https://www.uctoday.com/unified-communications/tech-redundancies-hit-talkdesk/,Unknown,497.0,Series D,2023-02-06 17:59:25,United States,
Splunk,SF Bay Area,Data,325,2023-02-01 00:00:00,https://www.marketwatch.com/story/splunk-to-lay-off-4-of-its-staff-in-latest-sign-of-software-cutbacks-11675260328,https://docs.google.com/spreadsheets/d/1uyTQmiT0CBSJBum-GVc-TDcPyL825RkAnBu9nNIA5wc/edit?resourcekey#gid=1886320755,2400.0,Post-IPO,2023-02-01 17:01:15,United States,0.04
Pinterest,SF Bay Area,Consumer,150,2023-02-01 00:00:00,https://www.bloomberg.com/news/articles/2023-02-02/pinterest-cuts-about-150-jobs-joining-flurry-of-tech-layoffs,Unknown,1500.0,Post-IPO,2023-02-02 01:29:09,United States,
DraftKings,Boston,Consumer,140,2023-02-01 00:00:00,https://www.cnbc.com/2023/02/01/draftkings-cuts-140-jobs.html,Unknown,719.0,Post-IPO,2023-02-01 19:08:40,United States,0.04
Cyren,Washington D.C.,Security,121,2023-02-01 00:00:00,https://ir.cyren.com/websites/cyren/English/5015/press-release.html?airportNewsID=631c3a77-555f-4a78-be5b-ec30c5cdaaac,Unknown,161.0,Post-IPO,2023-02-02 15:52:39,United States,
Workato,SF Bay Area,Other,90,2023-02-01 00:00:00,https://www.businessinsider.com/tech-layoffs-workato-clari-unicorn-startups-headcount-reduction-job-cuts-2023-2,Unknown,415.0,Series E,2023-02-07 03:59:33,United States,0.1
VerticalScope,Toronto,Media,60,2023-02-01 00:00:00,https://www.theglobeandmail.com/business/article-verticalscope-cuts-22-per-cent-of-staff-in-latest-canadian-tech/,Unknown,,Post-IPO,2023-02-01 23:26:57,Canada,0.22
Wheel,Austin,Healthcare,56,2023-02-01 00:00:00,https://www.beckershospitalreview.com/telehealth/telehealth-company-wheel-lays-off-28-of-workforce.html,Unknown,215.0,Series C,2023-02-02 00:04:53,United States,0.28
Chainalysis,New York City,Crypto,44,2023-02-01 00:00:00,https://www.forbes.com/sites/stevenehrlich/2023/02/01/chainalysis-to-lay-off-48-of-staff-as-crypto-winter-bites-into-private-sector-demand/?sh=471d22826f23,Unknown,536.0,Series F,2023-02-02 03:13:20,United States,0.05
Appgate,Miami,Security,34,2023-02-01 00:00:00,https://seekingalpha.com/filing/7197018,Unknown,,Post-IPO,2023-02-26 21:22:32,United States,0.08
Exterro,Portland,Legal,24,2023-02-01 00:00:00,https://www.oregonlive.com/silicon-forest/2023/01/oregon-software-company-exterro-lays-off-two-dozen-employees-after-buying-zapproved.html,Unknown,100.0,Private Equity,2023-02-02 00:05:27,United States,0.03
TheSkimm,New York City,Media,17,2023-02-01 00:00:00,https://www.businessinsider.com/theskimm-layoffs-nearly-10-percent-staff-media-industry-cuts-economy-2023-2,Unknown,28.0,Series C,2023-02-03 03:49:46,United States,0.1
Ada,Toronto,Support,,2023-02-01 00:00:00,https://betakit.com/ada-latest-canadian-unicorn-to-make-additional-staff-cuts/,Unknown,190.0,Series C,2023-02-03 03:13:00,Canada,
Bustle Digital Group,New York City,Media,,2023-02-01 00:00:00,https://variety.com/2023/digital/news/gawker-shutting-down-1235509262/,Unknown,80.0,Series E,2023-02-03 03:48:26,United States,0.08
Frequency Therapeutics,Boston,Healthcare,,2023-02-01 00:00:00,https://www.bizjournals.com/boston/news/2023/02/13/frequency-therapeutics-layoffs-2023.html,Unknown,76.0,Post-IPO,2023-02-14 15:19:06,United States,0.5
MariaDB,Helsinki,Data,,2023-02-01 00:00:00,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001929589/ec0bacf5-b734-418a-abde-4fe0b21d43d8.pdf,Unknown,245.0,Post-IPO,2023-02-07 18:52:53,Finland,0.08
Match Group,New York City,Consumer,,2023-02-01 00:00:00,https://www.bloomberg.com/news/articles/2023-02-01/match-will-reduce-global-workforce-by-8-as-sales-miss-estimates?leadSource=uverify%20wall,Unknown,,Post-IPO,2023-02-02 01:29:41,United States,0.08
Omnipresent,London,HR,,2023-02-01 00:00:00,https://www.linkedin.com/feed/update/urn:li:activity:7026583774519799808/,Unknown,137.0,Series B,2023-02-03 03:11:25,United States,
Picnic,Seattle,Food,,2023-02-01 00:00:00,https://www.geekwire.com/2023/picnic-a-food-automation-startup-that-sells-a-pizza-making-robot-lays-off-employees/,Unknown,52.0,Unknown,2023-02-22 02:54:40,United States,
Rivian,Detroit,Transportation,,2023-02-01 00:00:00,https://www.reuters.com/business/autos-transportation/ev-maker-rivian-cut-6-jobs-amid-price-war-internal-memo-2023-02-01/,Unknown,10700.0,Post-IPO,2023-02-01 17:04:20,United States,0.06
PayPal,SF Bay Area,Finance,2000,2023-01-31 00:00:00,https://www.cnbc.com/2023/01/31/paypal-to-lay-off-2000-employees-in-coming-weeks-about-7percent-of-workforce.html,Unknown,216.0,Post-IPO,2023-01-31 21:48:43,United States,0.07
NetApp,SF Bay Area,Data,960,2023-01-31 00:00:00,https://www.theregister.com/2023/01/31/netapp_layoffs_8_percent/,Unknown,,Post-IPO,2023-01-31 16:33:01,United States,0.08
Workday,SF Bay Area,HR,525,2023-01-31 00:00:00,https://www.cnbc.com/2023/01/31/workday-lays-off-employees-but-will-grow-head-count.html,Unknown,230.0,Post-IPO,2023-01-31 16:34:32,United States,0.03
HubSpot,Boston,Marketing,500,2023-01-31 00:00:00,https://www.marketwatch.com/story/hubspot-to-lay-off-about-500-employees-consolidate-workspace-leases-01675175630,https://hire.hubspotalumni.com/jobboard,100.0,Post-IPO,2023-01-31 16:33:45,United States,0.07
Upstart,SF Bay Area,Finance,365,2023-01-31 00:00:00,https://www.marketwatch.com/story/upstart-to-lay-off-365-employees-20-of-staff-271675176017,https://docs.google.com/spreadsheets/d/1O2jqAPa7lhPAlgbzHrrUn9vpbDF2s0uu3E2f3ATlCWQ/edit#gid=1310022080,144.0,Post-IPO,2023-01-31 18:54:52,United States,0.2
Software AG,Frankfurt,Data,200,2023-01-31 00:00:00,https://investors.softwareag.com/content/dam/investorrelation/pdfs/english/financial-results/2022/q4/20230131_sow_en_press_release_q4_2022.pdf.sagdownload.inline.1675184544569.pdf,Unknown,344.0,Post-IPO,2023-02-04 23:06:27,Germany,0.04
Wish,SF Bay Area,Retail,150,2023-01-31 00:00:00,https://ir.wish.com/node/9361/html,Unknown,1600.0,Post-IPO,2023-02-01 05:25:15,United States,0.17
Wefox,Berlin,Finance,100,2023-01-31 00:00:00,https://versicherungsmonitor.de/2023/01/31/wefox-streicht-stellen/,Unknown,1300.0,Series D,2023-02-01 05:17:25,Germany,
Tilting Point,New York City,Consumer,60,2023-01-31 00:00:00,https://mobilegamer.biz/layoffs-at-tilting-point-as-it-restructures-and-switches-strategy/,Unknown,235.0,Unknown,2023-02-01 17:02:04,United States,0.14
Gokada,Lagos,Transportation,54,2023-01-31 00:00:00,https://techcabal.com/2023/02/02/gokada-layoffs-affects-54/,Unknown,12.0,Unknown,2023-02-02 16:34:42,Nigeria,
AU10TIX,Tel Aviv,Security,19,2023-01-31 00:00:00,https://www.calcalistech.com/ctechnews/article/sy6ynzb2o,Unknown,80.0,Unknown,2023-02-07 04:06:49,Israel,0.09
National Instruments,Austin,Hardware,,2023-01-31 00:00:00,https://www.cmlviz.com/stocks/NATI/news/b/2023/01/31/national-instruments-corp-expected-to-reduce-ni-s-worldwide-headcount-by-approximately-4-during-2023,Unknown,,Post-IPO,2023-02-04 23:05:08,United States,0.04
OpenText,Waterloo,Data,,2023-01-31 00:00:00,https://www.crn.com/news/security/layoffs-ahead-as-opentext-closes-5-8b-micro-focus-buy,Unknown,1100.0,Post-IPO,2023-02-01 05:19:04,Canada,0.08
Philips,Amsterdam,Healthcare,6000,2023-01-30 00:00:00,https://www.reuters.com/markets/europe/philips-scraps-6000-jobs-drive-improve-profitability-2023-01-30/,Unknown,,Post-IPO,2023-01-30 15:45:59,Netherlands,0.13
OLX Group,Amsterdam,Marketing,1500,2023-01-30 00:00:00,https://www.financialexpress.com/industry/prosus-operated-olx-to-fire-at-least-1500-employees-globally/2964475/,Unknown,,Acquired,2023-01-30 15:52:15,Netherlands,0.15
Arrival,London,Transportation,800,2023-01-30 00:00:00,https://techcrunch.com/2023/01/30/ev-company-arrival-to-cut-workforce-by-50-in-third-restructuring-effort/,Unknown,629.0,Post-IPO,2023-01-31 05:21:03,United Kingdom,0.5
Groupon,Chicago,Retail,500,2023-01-30 00:00:00,https://www.chicagobusiness.com/technology/groupon-lay-another-500-workers,https://docs.google.com/spreadsheets/d/1ffu4J_b0g2B4YLo7xvls3U2turNuS-QB2Khv5Qcrlrk/edit#gid=779115768,1400.0,Post-IPO,2023-01-31 04:39:50,United States,
Intel,SF Bay Area,Hardware,343,2023-01-30 00:00:00,https://www.sfgate.com/tech/article/intel-plans-layoffs-california-campus-17752669.php,Unknown,12.0,Post-IPO,2023-01-31 04:42:51,United States,
Glovo,Barcelona,Food,250,2023-01-30 00:00:00,https://sifted.eu/articles/glovo-lays-offs-news/,Unknown,1200.0,Acquired,2023-01-30 15:47:22,Spain,0.06
Delivery Hero,Berlin,Food,156,2023-01-30 00:00:00,https://newsingermany.com/delivery-hero-lays-off-four-percent-of-employees-at-headquarters/,https://docs.google.com/spreadsheets/d/1MQMMYWR1e41pw1fc4qOPgfvCCe0zkCRTysIW9rHlioI/edit#gid=1649408084,9900.0,Post-IPO,2023-01-31 01:27:08,Germany,0.04
Impossible Foods copy,SF Bay Area,Food,140,2023-01-30 00:00:00,https://www.bloomberg.com/news/articles/2023-01-30/impossible-foods-plans-to-lay-off-about-20-of-employees,Unknown,1900.0,Series H,2023-01-31 01:32:26,United States,0.2
Chrono24,Karlsruhe,Retail,65,2023-01-30 00:00:00,https://www.bloomberg.com/news/articles/2023-01-30/rolex-reseller-chrono24-cuts-jobs-as-pre-owned-watch-prices-fall,Unknown,205.0,Series C,2023-01-31 01:33:05,Germany,0.13
BM Technologies,Philadelphia,Finance,,2023-01-30 00:00:00,https://ir.bmtxinc.com/news/news-details/2023/BM-Technologies-Inc.-Announces-Profit-Enhancement-Plan-and-Changes-to-Management-and-Directors/default.aspx,Unknown,,Post-IPO,2023-02-01 05:14:08,United States,0.25
Olist,Curitiba,Retail,,2023-01-30 00:00:00,https://www.estadao.com.br/link/inovacao/unicornio-olist-faz-2-rodada-de-demissoes-em-massa-e-aponta-mercado-arido-em-2023/,Unknown,322.0,Series E,2023-01-31 01:34:45,Brazil,
Oyster,Charlotte,HR,,2023-01-30 00:00:00,https://www.linkedin.com/posts/teljamou_oyster-talent-list-activity-7026112666393829376-KB_N/,https://docs.google.com/spreadsheets/d/1RYg-4AkvXU-plkpY9_4D89f17i_tXt8S3Yfy3E0I3U0/edit,224.0,Series C,2023-02-01 05:15:18,United States,
Prime Trust,Las Vegas,Crypto,,2023-01-30 00:00:00,https://www.coindesk.com/business/2023/01/30/crypto-services-company-prime-trust-lays-off-one-third-of-staff/,Unknown,176.0,Series B,2023-02-01 05:21:42,United States,0.33
Quantum SI,New Haven,Healthcare,,2023-01-30 00:00:00,https://www.genomeweb.com/proteomics-protein-research/quantum-si-laying-12-percent-workforce#.Y9wOl-zMK8A,Unknown,425.0,Post-IPO,2023-02-03 03:08:23,United States,0.12
SoFi,SF Bay Area,Finance,,2023-01-30 00:00:00,https://www.americanbanker.com/news/sofis-bank-charter-drives-positive-outlook-though-layoffs-hit-tech-unit,Unknown,3000.0,Post-IPO,2023-01-31 04:38:32,United States,
Hoxhunt,Helsinki,Security,,2023-01-29 00:00:00,https://www.hs.fi/visio/art-2000009351910.html,Unknown,43.0,Series B,2023-02-01 05:12:47,Finland,
Me Poupe,Sao Paulo,Finance,60,2023-01-28 00:00:00,https://portaldobitcoin.uol.com.br/os-bastidores-da-demissao-em-massa-da-me-poupe-de-nathalia-arcuri-quer-sair-das-redes-sociais/,Unknown,,Unknown,2023-01-29 20:06:30,Brazil,0.5
CoinTracker,SF Bay Area,Crypto,19,2023-01-28 00:00:00,https://www.cointracker.io/blog/ceo-jon-lerners-message-to-cointracker-employees,Unknown,101.0,Series A,2023-01-28 15:10:18,United States,
SSense,Montreal,Retail,138,2023-01-27 00:00:00,https://betakit.com/as-big-tech-makes-mass-layoffs-recent-canadian-startup-reductions-might-cut-deeper/,https://docs.google.com/spreadsheets/d/16BgEZBKl4qqgwK0MlHy9mtI2v5p8R_o0YtDGDi2KbXY/edit#gid=606007881,,Series A,2023-01-28 15:11:45,Canada,0.07
DealShare,Bengaluru,Retail,100,2023-01-27 00:00:00,https://www.moneycontrol.com/news/business/startup/tiger-global-backed-dealshare-lays-off-6-of-staff-9949751.html,Unknown,390.0,Series E,2023-01-27 14:27:54,India,0.06
Ruggable,Los Angeles,Retail,100,2023-01-27 00:00:00,https://www.modernretail.co/operations/direct-to-consumer-brand-ruggable-lays-off-100-employees/,Unknown,,Seed,2023-02-01 05:31:04,United States,
Synopsys,SF Bay Area,Other,100,2023-01-27 00:00:00,https://www.eastbaytimes.com/2023/01/27/synopsys-mountain-view-sunnyvale-job-layoff-tech-facebook-google/,Unknown,,Post-IPO,2023-01-28 15:08:17,United States,
Heycar,Berlin,Transportation,73,2023-01-27 00:00:00,https://www.autohaus.de/nachrichten/autohersteller/umstrukturierung-heycar-trennt-sich-von-ueber-70-mitarbeitern-3316468,Unknown,,Unknown,2023-01-31 23:29:04,Germany,
Matrixport,Singapore,Crypto,29,2023-01-27 00:00:00,https://www.coindesk.com/business/2023/01/27/jihan-wus-matrixport-cuts-10-of-staff/,Unknown,100.0,Series C,2023-01-27 14:26:19,Singapore,0.1
Shakepay,Montreal,Crypto,21,2023-01-27 00:00:00,https://betakit.com/as-big-tech-makes-mass-layoffs-recent-canadian-startup-reductions-might-cut-deeper/,Unknown,45.0,Series A,2023-01-28 21:16:13,Canada,0.25
#Paid,Toronto,Marketing,19,2023-01-27 00:00:00,https://betakit.com/as-big-tech-makes-mass-layoffs-recent-canadian-startup-reductions-might-cut-deeper/,Unknown,21.0,Series B,2023-01-28 21:12:43,Canada,0.17
Decent,SF Bay Area,Healthcare,,2023-01-27 00:00:00,https://www.decent.com/post/what-just-happened-at-decent,Unknown,18.0,Series A,2023-01-28 21:07:47,United States,
Feedzai,Coimbra,Finance,,2023-01-27 00:00:00,https://www.finextra.com/newsarticle/41685/exclusive-feedzai-cuts-workforce-amid-restructuring---sources,Unknown,273.0,Unknown,2023-01-28 21:06:01,Portugal,
Nate,New York City,Retail,,2023-01-27 00:00:00,https://www.theinformation.com/articles/coatue-backed-ai-shopping-startup-nate-has-slashed-most-staff-and-disabled-key-features-of-its-app,Unknown,47.0,Series A,2023-01-29 14:47:41,United States,
SAP,Walldorf,Other,3000,2023-01-26 00:00:00,https://www.cnbc.com/2023/01/26/sap-to-cut-3000-roles-explore-sale-of-qualtrics-stake.html,Unknown,1300.0,Post-IPO,2023-01-26 15:58:24,Germany,0.03
Confluent,SF Bay Area,Data,221,2023-01-26 00:00:00,https://investors.confluent.io/node/8216/html,Unknown,455.0,Post-IPO,2023-01-26 16:16:20,United States,0.08
DriveWealth,Jersey City,Finance,,2023-01-26 00:00:00,https://techcrunch.com/2023/02/06/even-well-funded-fintech-companies-are-laying-off-workers/,https://docs.google.com/spreadsheets/d/1e2HQ47mhhLWhRZ3M836eGh2hX4-zQWoIIrWpc05UDf4/edit#gid=0,550.0,Series D,2023-02-01 23:29:42,United States,0.2
Mode Global,London,Finance,,2023-01-26 00:00:00,https://ir.q4europe.com/solutions/ModePlc/4070/newsArticle.aspx?storyid=15676173,Unknown,,Post-IPO,2023-01-30 15:55:27,United Kingdom,1.0
Plus One Robotics,San Antonio,Other,,2023-01-26 00:00:00,https://www.linkedin.com/feed/update/urn:li:activity:7024472621111001088/,Unknown,43.0,Series B,2023-01-27 14:04:04,United States,0.1
Quora,SF Bay Area,Consumer,,2023-01-26 00:00:00,https://quorablog.quora.com/Company-update?ch=10&oid=97805843&share=1139ae3a&srid=XzV2&target_type=post,https://docs.google.com/spreadsheets/d/1XBCSLp17elHXBY_zmgPtvAzqS1l2IHmUeDHBv0GwR0U/edit#gid=1117148261,226.0,Series D,2023-01-27 14:16:24,United States,
